,Unnamed: 0,TweetId,UserId,UserUsername,Date,Location,Tweet,Media,Likes,Retweets,Comments,Sentiment,Polarity
89,89,1715045333065978153,1405299840284774401,Yoliztlioficial,2023-10-19 16:40:46+00:00,,conoc dim plataform pag implement banc mexic adios clab numer tarjet transferent dim funcion numer celul form segur practic manej diner,"Media(photos=[], videos=[MediaVideo(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1715045249997787139/pu/img/31ImNeFoAnNneGVf.jpg', variants=[MediaVideoVariant(contentType='video/mp4', bitrate=632000, url='https://video.twimg.com/ext_tw_video/1715045249997787139/pu/vid/avc1/320x564/ZdrYHpzHi-P2qFw1.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=950000, url='https://video.twimg.com/ext_tw_video/1715045249997787139/pu/vid/avc1/480x848/PTR-bMXaJ-RMtiIX.mp4?tag=12')], duration=15315, views=None)], animated=[])",2,1,0,Neutral,0
91,91,1714965531680280837,1524363436947292162,EconomyStats,2023-10-19 11:23:39+00:00,,banc crisis amer inform perd realiz millon sistem tradicional sig fall perjudic ciudadan gent entiend querr volv atras,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F8zID2QWQAA7yLq.jpg')], videos=[], animated=[])",0,0,0,Negative,-1
92,92,1715440881136787602,2426012419,CareyAbogados,2023-10-20 18:52:32+00:00,"Santiago, Chile",proyect busc reformul estructur actual compendi norm cambi internacional cnci,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F854YqKW8AA145A.jpg')], videos=[], animated=[])",0,0,0,Neutral,0
96,96,1714684460975698031,1071860876603506691,MAGAQanonYmous,2023-10-18 16:46:47+00:00,,central,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F8vIPqTWsAISjYb.jpg')], videos=[], animated=[])",1,0,0,Neutral,0
97,97,1714456166036587009,559169384,ODG_Mx,2023-10-18 01:39:37+00:00,"🇲🇽 Mexico, City.",cuent dad,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F8r4zAEWUAAHWVj.jpg')], videos=[], animated=[])",1,0,0,Neutral,0
98,98,1714154784142270970,65579025,info7mty,2023-10-17 05:42:02+00:00,"Monterrey, México",wheel complet seis entrad vuelt ocho ponch,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F8nmrVJXUAAeg9X.jpg')], videos=[], animated=[])",2,1,0,Neutral,0
99,99,1714047867365580875,1663623388538044416,HoldingWest,2023-10-16 22:37:11+00:00,Panama,present west indi digital bank exclus client leal inversion personaliz servici digital vanguardi benefici exclus futur financier comienz aqu sujet aprob regulatori,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F8mFc71W8AAzizv.jpg')], videos=[], animated=[])",0,0,0,Neutral,0
100,100,1714028000780357998,1554299999755845639,CallEarnings1,2023-10-16 21:18:15+00:00,,accion bank amer accion banc stocks,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F8lzYPtXMAA--o5.jpg')], videos=[], animated=[])",1,0,0,Neutral,0
101,101,1713976914459681239,1645547472964530176,ShakeAngryCat,2023-10-16 17:55:15+00:00,Abajo de tu cama,segur openbank dej openort,"Media(photos=[], videos=[], animated=[])",0,0,1,Neutral,0
102,102,1713949177435095447,1508627505997127684,afire_mx,2023-10-16 16:05:02+00:00,,dimodiner movil plataform transferent electron desarroll banxic permit realiz pag usand numer telefon destinatari dat bancari,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F8krsZCXAAAvhjX.jpg')], videos=[], animated=[])",5,2,0,Neutral,0
103,103,1713050493809832328,1443752330055196672,ArticlePins,2023-10-14 04:33:59+00:00,,personal financ,"Media(photos=[], videos=[], animated=[])",0,0,0,Neutral,0
104,104,1712851592066568655,1578130188969410587,StiflerSteven__,2023-10-13 15:23:37+00:00,,count,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F8VFcbOWUAAFt3R.jpg')], videos=[], animated=[])",2,0,0,Neutral,0
105,105,1711801054667370521,201851721,akrazzia,2023-10-10 17:49:09+00:00,,pues todav gentuz defiend genoc israel,"Media(photos=[], videos=[], animated=[])",2,2,0,Negative,-1
106,106,1711789318342054176,1573058822805110784,AlbertolopezDon,2023-10-10 17:02:31+00:00,,mejor defend ham grup asesin israel indefens lueg escond palestin indefens bombard patriot,"Media(photos=[], videos=[], animated=[])",0,0,1,Negative,-1
107,107,1711800008519913527,4724990491,YGConsultores,2023-10-10 17:45:00+00:00,"Av. Río Churubusco 60, CDMX ",list for esper mañan octubr muse interact econom carl torr soci dar particip panel relev tecnolog cobranz,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F8GJCV3WcAAy9P3.jpg')], videos=[], animated=[])",1,0,0,Neutral,0
108,108,1711633971761873358,1677548939908730880,bookkeeda2023,2023-10-10 06:45:14+00:00,bhadohi,insta,"Media(photos=[], videos=[], animated=[])",1,0,0,Neutral,0
109,109,1711418314352632324,1610572220383825921,JuanmiGG_News,2023-10-09 16:28:17+00:00,A orillas del Guadalquivir ,urgent nuev fuert bombarde israel franj gaz hor bombarde suced madrug poblacion civil gazat descans,"Media(photos=[], videos=[MediaVideo(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1711417605662056450/pu/img/iuW53XFBcu8OOX4Z.jpg', variants=[MediaVideoVariant(contentType='video/mp4', bitrate=832000, url='https://video.twimg.com/ext_tw_video/1711417605662056450/pu/vid/avc1/640x360/VM0H_Tly06mSSFRg.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=2176000, url='https://video.twimg.com/ext_tw_video/1711417605662056450/pu/vid/avc1/1280x720/vdnVddOaQ4_5yzW3.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=256000, url='https://video.twimg.com/ext_tw_video/1711417605662056450/pu/vid/avc1/480x270/h3XNPodUfb4rk4bq.mp4?tag=12')], duration=105720, views=None)], animated=[])",177,198,16,Neutral,0
111,111,1711097881392730237,1447749009154662404,GlobalITMedia,2023-10-08 19:15:00+00:00,México,revolucionari solucion antifraud autentif,"Media(photos=[], videos=[], animated=[])",1,0,0,Neutral,0
113,113,1710415265643573602,941130695103086592,superdineroo,2023-10-06 22:02:31+00:00,,mejor banc flor acces banc flor vec pued dificil famili latin mir inform complet _____________,"Media(photos=[], videos=[MediaVideo(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1710415026912157696/pu/img/qi7pK9dKtPjrNMJs.jpg', variants=[MediaVideoVariant(contentType='video/mp4', bitrate=950000, url='https://video.twimg.com/ext_tw_video/1710415026912157696/pu/vid/avc1/480x852/QUsW2Z-Zyy4thlGS.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=632000, url='https://video.twimg.com/ext_tw_video/1710415026912157696/pu/vid/avc1/320x568/522GxYlDkUk43ucc.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=2176000, url='https://video.twimg.com/ext_tw_video/1710415026912157696/pu/vid/avc1/720x1280/l-Cp46ApJugPf9l3.mp4?tag=12')], duration=59766, views=None)], animated=[])",0,0,0,Neutral,0
115,115,1710183602581868658,1354874218614284292,Serguil1,2023-10-06 06:41:59+00:00,"Vigo, España",amer anul triangul objet alcist rompiendoanalisis complet canal gratuit telegramunet retuite interes coment dud pregunt consej inversion,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F7vK59cXcAA1V-8.png')], videos=[], animated=[])",0,0,0,Neutral,0
116,116,1710122699538763918,1524732900519944192,userpablovela,2023-10-06 02:39:58+00:00,,towerbank permit compr bitcoin dolar panam,"Media(photos=[], videos=[], animated=[])",0,0,0,Neutral,0
118,118,1710066930319556868,193736596,irisn1948,2023-10-05 22:58:22+00:00,USA   Puerto Rico,español ges nes reunion bogot colombi tenedor,"Media(photos=[], videos=[], animated=[])",0,0,0,Neutral,0
119,119,1709977275884621949,941130695103086592,superdineroo,2023-10-05 17:02:07+00:00,,aqu pas pas busc abrir cuent chas bank dud dejal comentari mir vide complet aqu __________,"Media(photos=[], videos=[MediaVideo(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1709977128530276352/pu/img/4IIKiFX56SwP8yNP.jpg', variants=[MediaVideoVariant(contentType='video/mp4', bitrate=632000, url='https://video.twimg.com/ext_tw_video/1709977128530276352/pu/vid/avc1/320x568/ZDq4UyT77Qa9_8_S.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=2176000, url='https://video.twimg.com/ext_tw_video/1709977128530276352/pu/vid/avc1/720x1280/4Ibo4PZ3Bg6psnLp.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=950000, url='https://video.twimg.com/ext_tw_video/1709977128530276352/pu/vid/avc1/480x852/HgCqFY3hf8_1ozBy.mp4?tag=12')], duration=34928, views=None)], animated=[])",0,0,0,Neutral,0
120,120,1709790816565391547,1457511804200947712,mikedg_,2023-10-05 04:41:11+00:00,,sammy permit abrir cuent bancari unid resident increibl cobr dolar abre recib dolar gast aplic termin condicion,"Media(photos=[], videos=[], animated=[])",0,0,0,Neutral,0
121,121,1709566294641496206,153961690,pattie_jabbaz,2023-10-04 13:49:01+00:00,Argentina,nuev ultim seman amer sig baj verd,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F7mZevMWgAAw1-K.jpg')], videos=[], animated=[])",6,0,0,Neutral,0
122,122,1709211239660863636,264633414,ChaconAdvisory,2023-10-03 14:18:09+00:00,"San Salvador, El Salvador",compart newslett connection tem analisis riesg industri bancari latam tom bas inform sampp analisis riesg industri bancari latam,"Media(photos=[], videos=[], animated=[])",0,0,0,Neutral,0
124,124,1711053491005706334,1066392792715399171,Timesofgaza,2023-10-08 16:18:36+00:00,Palestine,lsraeli warplan destroy bank gaz strip,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F77a1wYWYAA1Axa.jpg')], videos=[MediaVideo(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1711053395568582656/pu/img/q_Yiak79FnapL60X.jpg', variants=[MediaVideoVariant(contentType='video/mp4', bitrate=950000, url='https://video.twimg.com/ext_tw_video/1711053395568582656/pu/vid/avc1/480x864/mwSlO69Vk7o1HlZT.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=632000, url='https://video.twimg.com/ext_tw_video/1711053395568582656/pu/vid/avc1/320x576/ptHvCqc1VxepxRLI.mp4?tag=12')], duration=23278, views=None)], animated=[])",383,276,0,Negative,-1
125,125,1710605043697693133,1610958959841525762,_venarixES_,2023-10-07 10:36:38+00:00,USA,grup afirm hab tres banc comercial grand evidenci copi pasaport cuent bancari inform client acuerd comercial,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F71J9GAWYAAO_IJ.jpg')], videos=[], animated=[])",1,0,0,Neutral,0
127,127,1708265946240946341,1588556203734585344,ritamaaz63,2023-09-30 23:41:54+00:00,"Las Condes, Chile",cos afect frecuenci,"Media(photos=[], videos=[], animated=[])",0,0,0,Neutral,0
128,128,1707417830822396053,1678495188954542115,DigitalAliado,2023-09-28 15:31:47+00:00,Venezuela 🇻🇪 - USA 🇺🇸 ,emple eeuu entra buscador agenci ordi excellent ltcb,"Media(photos=[], videos=[], animated=[])",1,0,0,Neutral,0
129,129,1707417438365610207,1678495188954542115,DigitalAliado,2023-09-28 15:30:14+00:00,Venezuela 🇻🇪 - USA 🇺🇸 ,emple eeuu entra buscador agenci ordi check excellent ltcb,"Media(photos=[], videos=[], animated=[])",0,0,0,Neutral,0
130,130,1707140763077791845,1638593467805835291,BilleteraBank,2023-09-27 21:10:49+00:00,,quier mantenert inform tod actualiz oportun ofrecert entonc pued perdert canal telegram list part famili bank,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F7D7ejZWEAAEsfM.jpg')], videos=[], animated=[])",2,0,0,Neutral,0
131,131,1706777199754235977,360333870,AngeliRainbow,2023-09-26 21:06:09+00:00, ,lad car cel interactu quit ojos segund baby baby volte sab sig bien,"Media(photos=[], videos=[], animated=[])",0,0,0,Neutral,0
132,132,1706767090240426419,1515032071005249537,NetJamesTrash,2023-09-26 20:25:59+00:00,,even bank fell this ador baby กณฐเนตเจมส,"Media(photos=[], videos=[], animated=[])",7,1,0,Neutral,0
133,133,1706755518415376678,1436021126237466632,ArtlessLabs,2023-09-26 19:40:00+00:00,"Guadalajara, Jalisco",hsbc eeuu ahor pued pag hipotec prest cript,"Media(photos=[], videos=[MediaVideo(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1706755416602910720/pu/img/6-x7YoyyKwnyc0q6.jpg', variants=[MediaVideoVariant(contentType='video/mp4', bitrate=432000, url='https://video.twimg.com/ext_tw_video/1706755416602910720/pu/vid/avc1/320x320/JjxycqldQbr9mH7b.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=1280000, url='https://video.twimg.com/ext_tw_video/1706755416602910720/pu/vid/avc1/720x720/f7L8_atLQOqnXxK8.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=832000, url='https://video.twimg.com/ext_tw_video/1706755416602910720/pu/vid/avc1/540x540/a0D56PXL7K0DIqVU.mp4?tag=12')], duration=15000, views=None)], animated=[])",2,1,1,Neutral,0
134,134,1706255556741333314,1289581859651727369,InvestmentStra3,2023-09-25 10:33:20+00:00,,gain stock bajaj financ tat consultancy bajaj finserv apoll hospital coal indi,"Media(photos=[], videos=[], animated=[])",1,0,0,Neutral,0
135,135,1705630205824450950,1849373209,ObservaUSTA,2023-09-23 17:08:24+00:00,"Bucaramanga, Santander",feliz sab compart inform sig sinton observatori stay tun elabor daniel sebastian,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F6udoVoXoAAnc2r.jpg'), MediaPhoto(url='https://pbs.twimg.com/media/F6udoVkXoAAxwha.jpg'), MediaPhoto(url='https://pbs.twimg.com/media/F6udoVlWQAAuUiv.jpg')], videos=[], animated=[])",0,0,0,Neutral,0
136,136,1705381496788484326,3278915101,MILPASONLINE,2023-09-23 00:40:07+00:00,"Via Argentina, El Cangrejo ",superintendent bancari solicit ampliacion cuent investig banc plaz acos hostig negacion arregl pag,"Media(photos=[], videos=[MediaVideo(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1705381420129300480/pu/img/7-qSrmKKvWGtcIeK.jpg', variants=[MediaVideoVariant(contentType='video/mp4', bitrate=632000, url='https://video.twimg.com/ext_tw_video/1705381420129300480/pu/vid/avc1/320x568/eqoNFrYleDChZMx6.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=2176000, url='https://video.twimg.com/ext_tw_video/1705381420129300480/pu/vid/avc1/720x1280/u9nZ6_PV_hzshReQ.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=950000, url='https://video.twimg.com/ext_tw_video/1705381420129300480/pu/vid/avc1/480x852/Qf5xCucl0GunbFMC.mp4?tag=12')], duration=11698, views=None)], animated=[])",0,0,0,Neutral,0
137,137,1704818988688253054,44488446,NY1noticias,2023-09-21 11:24:55+00:00,New York,contenedor encontr estacion sucursal,"Media(photos=[], videos=[], animated=[])",0,0,0,Neutral,0
138,138,1704489714626035992,1536935863,csticperuofi,2023-09-20 13:36:30+00:00,,banquer inversion deutsch bank decl culpabl fraud criptograf,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F6eQW-SXwAAa9ez.png')], videos=[], animated=[])",0,0,0,Neutral,0
139,139,1703959268343390464,985676335,diegodonis__,2023-09-19 02:28:42+00:00,Guatemala,dej estudi final enorm gast final mejor sol esper tiemp hered bien familiar gran gananci itcoin dog,"Media(photos=[], videos=[], animated=[])",1,0,1,Positive,1
140,140,1703894814243094626,1571688427,RoCkAvEnTuReRo,2023-09-18 22:12:35+00:00,🦖T👽,nadi quis compr amlo,"Media(photos=[], videos=[], animated=[])",0,0,0,Negative,-1
141,141,1703801878046179771,185758302,RiskMathicsFI,2023-09-18 16:03:17+00:00,"México, D.F.",mantent inform ultim tendenci finanz trading tecnolog training program,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F6UexrKWsAAErcV.jpg')], videos=[], animated=[])",2,0,0,Neutral,0
143,143,1702688821853196575,2494654158,AzueroAlejandro,2023-09-15 14:20:24+00:00,,know your credit scor calculat atend español contact today whatsapp,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F6Eqc6IXYAA3PG_.jpg')], videos=[], animated=[])",0,0,0,Neutral,0
144,144,1700557286513541603,1849373209,ObservaUSTA,2023-09-09 17:10:26+00:00,"Bucaramanga, Santander",feliz sab compart inform sig sinton observatori stay tun elabor juan sebastian,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F5mXxdFWIAAuj-8.jpg'), MediaPhoto(url='https://pbs.twimg.com/media/F5mXxdCWQAAKaNy.jpg'), MediaPhoto(url='https://pbs.twimg.com/media/F5mXxdFWQAAiz6O.jpg')], videos=[], animated=[])",0,0,0,Neutral,0
145,145,1700315320643408300,814214455802200065,TipsterBmarkez1,2023-09-09 01:08:57+00:00,,line corners corners,"Media(photos=[], videos=[], animated=[])",0,0,0,Neutral,0
146,146,1700292934225051872,55655935,natlawreview,2023-09-08 23:40:00+00:00,"Chicago, IL & Denver, CO",investigat,"Media(photos=[], videos=[], animated=[])",0,0,0,Neutral,0
149,149,1699792137309868362,270196028,JoseVictor_Rdz,2023-09-07 14:30:00+00:00,Ciudad de México,proces consolid banc institucional autoriz deutsch baj denomin reform,"Media(photos=[], videos=[], animated=[])",0,0,0,Neutral,0
150,150,1698725065804894469,1473111796533788677,HumbertoMayora8,2023-09-04 15:49:51+00:00,,magi pes trim cer pes pes trim cer legal junk not futur,"Media(photos=[], videos=[], animated=[])",0,0,0,Neutral,0
152,152,1697743636837044538,726402883,americadigital2,2023-09-01 22:50:00+00:00,Chile,quier descubr revolucionari tecnolog esper world congr cont particip,"Media(photos=[], videos=[], animated=[])",1,0,0,Neutral,0
153,153,1695077713344598200,473940173,Evertec_Inc,2023-08-25 14:16:34+00:00,"San Juan, Puerto Rico",negoci manej inventari descubr cuatr consej expert gerent product yamilett padill aqu,"Media(photos=[], videos=[], animated=[])",0,0,0,Neutral,0
154,154,1697670682014896228,1590725459536494595,elverdebet,2023-09-01 18:00:06+00:00,"Táchira, Venezuela",nuev segu sum,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F49WfTZXAAAxdp1.jpg')], videos=[], animated=[])",0,0,0,Positive,1
155,155,1697351474236252521,113106360,DELSURBanco,2023-08-31 20:51:41+00:00,Venezuela,comod rapidez disponibil fond adquier punt,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F440J53W0AAd_wg.jpg')], videos=[], animated=[])",2,1,0,Neutral,0
157,157,1696908844654334353,40500600,CriptoAvances,2023-08-30 15:32:50+00:00,⚜️Dubai⚜️,obtien aprob hong kong visit siti,"Media(photos=[], videos=[], animated=[])",3,1,0,Neutral,0
158,158,1696240358739308761,1638346832819499016,GMx_Picks,2023-08-28 19:16:30+00:00,México,tarjet picks much activ volv sum picks aqu,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F4pBnVuWcAAqqyw.jpg')], videos=[], animated=[])",106,2,3,Neutral,0
159,159,1695331431927484780,138294486,rpkampuchea,2023-08-26 07:04:45+00:00,"Caracas, Venezuela",deposit banc nacion norteamerican cayeron mont millon dolar seman pas,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F4cGzSKWIAAU1WL.jpg')], videos=[], animated=[])",0,0,0,Neutral,0
160,160,1694061271128088577,1691236196276412416,PicksDelMaestro,2023-08-22 18:57:35+00:00,MX,regres famili fas previ vam btts ambos anot part ambers rangers gan suert,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F4KDvpMXwAEcCr-.jpg')], videos=[], animated=[])",0,0,0,Neutral,0
162,162,1694042499051045237,141815893,blackmoni26,2023-08-22 17:43:00+00:00,,open banking amer latin,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F1vUiaHXwAICY8s.jpg')], videos=[], animated=[])",0,0,0,Neutral,0
163,163,1694029693165400519,574696909,EduardoCapelut1,2023-08-22 16:52:07+00:00,"Miami, FL",sig gener dovidend echa vistaz vide hil anex gan haci lad,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F4JnBizW4AA5BRf.jpg')], videos=[], animated=[])",1,0,0,Neutral,0
164,164,1692252410398363725,574696909,EduardoCapelut1,2023-08-17 19:09:49+00:00,"Miami, FL",continu hemorragi echa vistaz vide hil anex,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F3wWl_zW4AETnWY.jpg')], videos=[], animated=[])",3,2,0,Neutral,0
165,165,1694007748474675647,51541526,MrBlackChip,2023-08-22 15:24:55+00:00,Mexico City & Puebla. Mexico.,enorm explosion city interseccion nanjing road wandezhuang north south streets distrit nankai edifici letrer ping 平安银行,"Media(photos=[], videos=[], animated=[])",0,1,0,Neutral,0
166,166,1694005683954295222,2313027666,jenniferzeng97,2023-08-22 15:16:42+00:00,"New York, USA 美國紐約",hug explosion city today intersection nanjing road wandezhuang north south streets nankai district building sign ping 平安银行on looks lik doesnt,"Media(photos=[], videos=[MediaVideo(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1694004604805988352/pu/img/uJs_3X6i61mVLzxY.jpg', variants=[MediaVideoVariant(contentType='video/mp4', bitrate=950000, url='https://video.twimg.com/ext_tw_video/1694004604805988352/pu/vid/480x852/qV0xT69gkl898ry6.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=632000, url='https://video.twimg.com/ext_tw_video/1694004604805988352/pu/vid/320x568/WMsbSgDv0bbnWpvj.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=2176000, url='https://video.twimg.com/ext_tw_video/1694004604805988352/pu/vid/576x1024/RAn5y7iZHd9ib21P.mp4?tag=12')], duration=17343, views=None)], animated=[])",416,241,49,Neutral,0
