,commenterID,UserName,Date,Text,Sentiment,Polarity
624,UCkr5WEZb-rDGe5NqnUknN3g,@MassyBiagio,2018-10-22 18:52:09+00:00,rivogl person guid carl fin,negative,-1
623,UCNaQTzSbJW7cjCLi9QqiGaw,@Lucio1109,2018-10-23 10:08:35+00:00,bast buon pall far colp stat,positive,1
621,UCweNQ0EwngbMqXEq_n4AG5A,@thelonestar_0336,2018-10-24 04:18:11+00:00,poss avern pezz,negative,-1
620,UCxf_Ngr8GEzZ97W8gOyBFKQ,@robertolocci8467,2018-10-24 10:18:43+00:00,piomb,negative,-1
619,UCyWLtt7lxbQcv7TKJYEw0Og,@reptilev8625,2018-10-24 15:16:52+00:00,quellor potrebb compr iphon italian compres bambin iron,positive,1
618,UCkLO4lFPiAbwonF_6Eui59A,@felix920,2018-10-24 20:24:04+00:00,realt banc dital total priv banc unaltr legg funzion aggiunt esemp controll altre banc fatt propriet banc controll sol dettagliobredit tutt banc central priv lasciat ingann nom banc giust snocciol qualc dat banc central svizzer cre denar entramb fatt gross invest merc acquist azion amazon googl facebook second quand merc massim settembr banc liquid posizion cert sosten merc enti poss invest ripian perd cre denar abomin finanziar dat consult,negative,-1
617,UCdsdxqEzo2UP_VNS9dHFqTA,@thosankos1739,2018-10-25 07:41:31+00:00,floris propr rincoglion domand banal ascolt distratt,negative,-1
616,UCwm0nLZI2p6bm3zFnQrOBYw,@Mrnobady97,2018-10-25 12:30:36+00:00,sold italian sold popol ital rub furbett que sold italian vedrann nemmen lombr television,positive,1
615,UC0IteCHDLNW1Po18Yzz2kmg,@carlopassarelli9233,2018-10-25 16:54:01+00:00,ovunqu,negative,-1
614,UCvh1Awm_g2hHbAprohpJ3ww,@lucianom2885,2018-10-25 18:33:22+00:00,senz quantit easing cos stanzett,negative,-1
613,UCRzCXKqhdz-CpHK2luYjqrw,@xavierricci8896,2018-10-26 07:51:12+00:00,href val lingottorispost mil eur piupo avant dic lingott valor miliard eurosecond matemat direbb attorn miliard eur ladron altro vendetel quell risan paes,positive,1
612,UCvijLSLuRecLOssbbSgXkeQ,@6262ronny,2018-10-26 11:44:28+00:00,que temp tedesc seppur nazist ladr ciucc cartamonet francofort pag dellor cio sangu seguit cos allultim baluard arriv prest,negative,-1
611,UCjK68bG7sBakyfCDLNLFXWA,@zetadizool,2018-10-26 11:47:15+00:00,cazz german incul sempr,positive,1
610,UCfJ0RbDcQJxKv11SqqQVNtA,@MondoReman,2018-10-27 13:20:31+00:00,cul floris,negative,-1
609,UC1YvBVdVoZM2Tg6gPcDDzFQ,@winterburan,2018-10-27 17:51:14+00:00,dic caric vide almen caric,negative,-1
608,UCtBkhDiNk_VAFLqxjPLEDIA,@nunziafinizio2886,2018-10-28 10:22:34+00:00,vorre que lingott,positive,1
607,UCTjNM35V5kUtgKrATEqK8XQ,@Simo-ho1ml,2018-10-28 19:49:56+00:00,stran mai propost intacc fors stud econom pian pian,positive,1
606,UC2wbFLb6bp2KJmr7ONWwo0w,@nicuje8771,2018-10-29 10:35:28+00:00,vorre sol lingotosol ehhh,positive,1
605,UCysC1dCj7k-Z0Jj6OoLchcg,@vale461mitoMedia,2018-10-29 15:13:44+00:00,raccomand vuol entrar salett alta finanz serviz,negative,-1
604,UCypnWD9CuMFlD74w0-yr8oA,@CentroStudiEdili,2018-10-30 04:55:01+00:00,sent quotl banc dital ente pubblic agisc mand pubblic quind fatt italianiquotbrm popr ver href,negative,-1
603,UC9M1nO7OPYSUi9a0qbHYprA,@calabrese6829,2018-10-30 08:30:44+00:00,ricchezz oggi filesaltr,positive,1
601,UCQU4t7ikuntPYLkUn72SR-Q,@adolf7593,2018-11-03 16:33:49+00:00,pens quas ancor milion italian muoi fam,positive,1
600,UCH-Zh1JcEbH6CREJe8lgsEg,@DiegoRossonero1980,2018-11-05 13:21:02+00:00,href quot italianiquot hahahahahaahahah stat dill ben,positive,1
1825,UCb9vFNgq8G6gXZvsKDxeIog,@marcoalberti9280,2018-11-05 15:49:46+00:00,quotstagn secolarequot ferm pover student,negative,-1
599,UCyXDIX6y6UVV9uOvIqCJA6w,@napolinelcuore3677,2018-11-07 01:05:33+00:00,bambin poss mang person dorm sott tett person pov riesc trov lavor appost ten sott terr arriv secc pur scend sold schif mond pers,positive,1
598,UCbOwi4DrLrbmQ9s3BooV3qw,@Secondheartbeat5,2018-11-07 16:19:55+00:00,prest film qualcun organizz furt spettacol que lingott bast decin sistem vit,positive,1
1824,UCPwb4cY6MT_Cz0UP8RqUaQw,@leonardovidotto3484,2018-11-07 17:36:11+00:00,colp cris liperatt stat liber merc capital mancanz regolament govern intervenn nelleconom aument loffert cred abbass tass interess artificial numer dat fals iniett miliard dollar sol aver unide dellinfl caus allepoc agent govern govern afferm linteress realt maggior dand inform errat merc imprenditor consum ved tass interess bass prest abbond invest merc produzion cred richiest profitt afferm fals prend prest andar deb cred poss pag ritorn temp pass arriv segnal cris disoccup aument imprenditor invest molt rend quind dev tagl cost azi parl stess ragion person pov vulner soffr denar bass prezz acquist govern iniett denar riduc valor denar sminu valor prodott pertant chiar ver caus cris stat intervent cerc stimol leconom cresc precip caus massicc disoccup inflazion quand contrazion delleconom liber merc sol unind produzion adatt consum settor invest corrett liber merc quotpuniscequot produc qualcos valor govern altro imped quotpunizionequot verif fin traduc perd dann interven cris govern incolp res cont lib leconom cris dur sol anno intervenn ancor rend molt massicc durant lamministr roosevelt cer alto tass disoccup milion cris dev fin liniz second guerr mondial quand stat unit mess part deal cris stat caus stess ragion tutt cris caus stat cris stor mostr grand fall stat tass furt moment person scelt pag pun stat,negative,-1
597,UCsxGaICMnKU-yrQuKEIADhQ,@pabloingapari5736,2018-11-10 16:09:09+00:00,rub quellor,negative,-1
596,UCCkP2mZWdWIHdOLpybmL9Iw,@alviolampis,2018-11-13 11:22:13+00:00,italian banc dellital zer,positive,1
1823,UCO_SzLcsaVJ_5b-i12b8vNQ,@valeriooliva2838,2018-11-15 22:41:25+00:00,stagnazion href,positive,1
595,UCG0tJJEfdGreesCUo5cq9mA,@vincenzocianci2673,2018-11-17 16:01:39+00:00,quellor propriet cittadin italianopotre avern pezzett fond proprietar quot poss richied restitu rivendic tuttipo dop rimett postosol ved follett gringott prend fondell,positive,1
594,UCxs-whoAdnUxL86gBsO75LQ,@tannhauser007,2018-11-17 22:09:22+00:00,paes pers durant guerr torn grand men anni,positive,1
593,UC1HKeGNnI8_iIkB6ocrImXQ,@l.m.c.2802,2018-11-18 15:31:44+00:00,sembr banc banc italian,negative,-1
1822,UCyaZs1lZOYh64LX6qB3xYOQ,@valerioxx12xx64,2018-11-25 12:50:06+00:00,facolt,negative,-1
592,UCoPvJmxiSei__1gpZ0pdUgg,@giusepperometta2634,2018-11-26 12:29:43+00:00,pens sol metall,positive,1
3426,UCkzhcKBbqTEtbKI-OvaPcXw,@peacefullbrown,2018-11-28 16:36:45+00:00,tant ignaz visc brav masson tecnocr oligarc ostacol risarc cittadin mar drag impon,negative,-1
591,UCLM_NFE0cxb0qU_awu1HO8w,@thecigarman9813,2018-11-29 10:10:46+00:00,esser trafug lingott href impress brma drog,negative,-1
590,UCVqN3z1D_JZZUexUYzox3Gw,@nast972,2018-11-29 20:57:25+00:00,ridatec,negative,-1
589,UCAcvhfw4sk7Lir8U1fAIVFg,@chrispoop,2018-11-29 22:22:38+00:00,bill gates ricc stronz,positive,1
588,UC6FLid_2_RoqlQY0JGbPluA,@fastvideo8011,2018-12-01 18:48:36+00:00,quell stat port scalett chiocciol valor miliard eur bill gatz possied miliard,positive,1
587,UCoelbjs0zaP9jWbumGVb4Ug,@yokham7755,2018-12-03 20:19:00+00:00,vist banc ital riccaperc vend pag debit investireper popol beneesemp svizzer,positive,1
586,UCEj5Yi1kChPydd5psxz3SgA,@christiansbaglia7232,2018-12-04 15:05:47+00:00,comp banc dital cap ben,positive,1
1821,UCkLO4lFPiAbwonF_6Eui59A,@felix920,2018-12-06 21:23:15+00:00,stor articol gratu mes esce universitar general sol gent politecn,positive,1
585,UC-8nb1JBLt___PJKoiBUL3Q,@Manueldrags,2018-12-06 22:05:01+00:00,hobrcap riserv aure,positive,1
584,UCpPIBytzoqrQjHHbpelqAyA,@comandantedrago5805,2018-12-11 12:22:01+00:00,bastard rub banc dital italian priv brcrep,negative,-1
583,UCXR1QfEyb18yHw21y9xxTmA,@lauraalexandri883,2018-12-14 19:49:25+00:00,ecco maf prend sold,positive,1
1820,UCArddGO-FoW7bYIz9fx3Yrw,@gigifigi120,2018-12-15 00:25:06+00:00,meravigl lezion ven vogl iscriv allunivers anni,positive,1
582,UCF4hirhgILP-o-fH_mftqzw,@Robin_Hurgu,2018-12-15 04:08:36+00:00,pecc neanc lingott fasc littor,negative,-1
581,UCiKkDoh810TT_XCF4OveMfQ,@roccocasale1059,2018-12-17 13:36:11+00:00,pront part rag raccom portatem almen sigarett qualcos dovrebb andar ben hahah,negative,-1
580,UCJFALzHGK9EkE0-gELG-QIg,@marcorocxc,2018-12-20 17:28:30+00:00,ferr pessim qualit vernic color lital credibil stat govern sol ladr anni,negative,-1
3425,UCC0ZiWKGVqrgyZZ30cfMDZw,@lenotiziedigg5456,2018-12-21 23:41:08+00:00,dop perd direttor general liquid qualc milion eur succed tutt banc istit parastatal,positive,1
1819,UC9BYHeEmZokQ0eYJlAVvfYw,@delfinocurioso4577,2018-12-25 10:43:55+00:00,molt interess graz,positive,1
578,UC22ohE1pNDVtnz_ZKqOXMvw,@kr4zy500,2018-12-27 13:11:19+00:00,sold piang,negative,-1
577,UCKD16P5TVqWv_jFaP8zzQxg,@danielevigliotti2779,2018-12-30 15:20:16+00:00,italian hahahahah mang can,positive,1
576,UC5IroQNEQw4nG7JGw3ilhdA,@-carlo-4780,2019-01-02 18:49:39+00:00,valor quellor ditem lutil mater prim quotoroquot dic valor poss far cav elettr buon qualitàaltr brnon venitem dir sens acquist cos collan dor cost eur sold qual riv quotassicuraquot aliment oltre anno,positive,1
3424,UC_GtY7rbKaMqOHc80V7i2jw,@areyoutubed,2019-01-03 13:36:31+00:00,abit indirizz fot cosicc poss uscir cas,negative,-1
575,UCPsGIjITmHFH_-R9IJgUDJA,@expandable4867,2019-01-04 12:15:11+00:00,cos banc dital rubabrtesor italian vien utilizz miglior paes perc priv bastard lurid fetent orma banc dital italian delleurop privatizz,negative,-1
574,UCQyNwRvyI4yVtw5uLgrP3xw,@MatteoNasti,2019-01-04 15:00:12+00:00,not molt port serratur dopp mapp,positive,1
3423,UCGPMMiJBGbwjkQKhVP3CRRQ,@NoemiSpc,2019-01-05 20:22:52+00:00,fid banc camb assegn mes cont sold conserv par serv finanz serv mutu cas propriet fid banc chiud cont tenetec nemmen centesim,positive,1
3422,UC4CG5s91rbRxD3iiKcrerEA,@michelerossi363,2019-01-05 21:20:16+00:00,ancor coglion cred banc svegliaaaa mattonellaaaa allung man god,negative,-1
573,UCwnnnCsVfOofglD4hpzcp_Q,@ervisndoj9672,2019-01-11 22:25:46+00:00,rub nazist fascist rub volt,negative,-1
572,UCGxNZNwf_o65VzfYW_nGTiw,@zehranveladimir2755,2019-01-12 22:24:39+00:00,golds giv them populations italian peoples goverment maf,negative,-1
571,UCHO4kZOdLv4zy8-SKuEX0wQ,@francoferrari1737,2019-01-13 15:47:32+00:00,second inform circol caveau banc lital contien circ tonn consider valor circ eur salv error correggetem sbagl risult circ miliard cifr molt piccol rispett miliard deb pubblic lital,negative,-1
570,UCnsHv11ZjYfeFonBd-zNP_g,@Gab23,2019-01-13 23:52:20+00:00,lingott dor ben tutt vit,positive,1
569,UCHwFdAankLr6qGZ1zBv0dCg,@geremiapaceebene7413,2019-01-19 20:41:18+00:00,href direttor gestion banc dital esser fatt govern megl indipendent esso guard vien fuor allor dipendent mister sicur qualc benefattor agisc dietr quint tip zorr rest lambient bancar tipic pien gent colm amor incondizion brma dic floris pot incalz not risult divorz tesor banc dital,negative,-1
568,UCfZS5LbLfyU_OCFJDPHjDSg,@alexjenny8015,2019-01-24 18:23:52+00:00,maggior part lingott spar tedesc sistem merkel que lingott spar temp guerr gir leconom german tant cap altro mister sap benissim,positive,1
567,UCCbEEWSjjKgO4hstH96Lc-A,@Ciro-px1du,2019-01-26 00:12:26+00:00,maggior part regn sicil,positive,1
566,UC1jeYmFgnDZ40LE_e3dK4hQ,@fortunatocapogreco8979,2019-01-26 13:57:03+00:00,ente pubblic pegg fecc terr,positive,1
565,UCk1sxlsBfNAcrO2CTW7PxBQ,@cortomalteserasputin2895,2019-01-27 23:06:37+00:00,miliard eur serv cazz scop jessic rizz,negative,-1
564,UCk1sxlsBfNAcrO2CTW7PxBQ,@cortomalteserasputin2895,2019-01-27 23:10:32+00:00,bastard tedesk prest soldiprim fott ori hrefhttpitalianiliitalianil mortacc cazz dentr,negative,-1
1817,UClkCuJS0eASyIg85-Nzt4mQ,@ignazio3074,2019-02-02 15:15:05+00:00,graz pubblic lezion,positive,1
563,UCjXuBheBW7Gx3AdokjjUj0g,@alexgregorj,2019-02-03 18:27:33+00:00,vist dentr tesor italian ital datem part graz,positive,1
1816,UCxFx1Yf5ZX09cMrnbpXwVOw,@ugoassandri2166,2019-02-03 19:06:39+00:00,compl verit raccont colleg lunic punt disaccord par boll spess quotprevedibiliquot ogni quotbubbonequot quotmalattiaquot sintom sap ved,negative,-1
3544,UC4HRMFBhWyaBHCG-pLtVcOQ,@raveNANT9,2019-02-04 00:32:16+00:00,bast far rivolu,positive,1
3543,UC4zcvWr7A0xP4_xCY9voajg,@mimandapicone8648,2019-02-04 01:00:13+00:00,cer aspettarselobrm sent dir ancor peggiobrvomitevol,negative,-1
3542,UCOpVOWaWA-eR2N7cbPOpdLw,@cocciumobile4420,2019-02-04 01:25:28+00:00,interess discors rapport incestu orma marc sap conflitt interess titol stat limmaginavobrsovran monetar sub cos stat serv compr titol dobb sub ricatt banc,negative,-1
3541,UCaWNa7mpsy6_YN21bXTznvg,@s.m.3882,2019-02-04 02:02:11+00:00,fubin sol certezz top partor montagnap stupid scrivebrgrand penn,positive,1
3540,UCaWNa7mpsy6_YN21bXTznvg,@s.m.3882,2019-02-04 02:03:32+00:00,dill quel pirl marattin front,negative,-1
3539,UCA8Eslw3KvWm4AIwppnVPng,@alessandromauro4154,2019-02-04 05:03:33+00:00,formigl ancor convint continu difend massoner quellaltr pidiot,negative,-1
3538,UCA8Eslw3KvWm4AIwppnVPng,@alessandromauro4154,2019-02-04 05:08:07+00:00,ragion mai battist stell schif bisogn sputtan altro salvin sol campagn elettoral ner rest daccord vecc sistemabr sempr stell,negative,-1
3537,UCFPkP-i91gCKnyBs13ym1Yw,@mauriziozaino1417,2019-02-04 05:15:41+00:00,autorizz passagg cred cooperativol azion banc popolar invendibiliautor controll bankital banc gross,negative,-1
3536,UCFPkP-i91gCKnyBs13ym1Yw,@mauriziozaino1417,2019-02-04 05:17:14+00:00,diffond vide client banc popolariocc fregatur azion,negative,-1
3535,UCFPkP-i91gCKnyBs13ym1Yw,@mauriziozaino1417,2019-02-04 05:23:32+00:00,occorr nazionalizz banc central italian banc ditaliac privatagrandissim favor illumin masson fatt polit italian criminalifamiger divorz banc dital tesor,negative,-1
3534,UCdiVZqHnLiTf4lzRn3SzZKA,@gabry9521,2019-02-04 05:31:17+00:00,quand banc erog prest emett nuov denaropost pass pag tassequ rientr paregg bilanc scomp capital ricicl sistem hrefhttpbancariosebancariose prest rientr banc soffr,negative,-1
3533,UCwDKrxRgsm5DPlzgoevC7xw,@maigrograman,2019-02-04 06:02:56+00:00,cazz performing loans bilanc nett svalut quind cred svalut arriv patrimonial lasc intend fantomat quotconsulentequot parl impatt common equity tier dic sprofond dat soffert assorb nett accanton capital serviz forviant sol banc,negative,-1
3532,UClIdrftHNOl_k4hL1446vQA,@giovanniromani2157,2019-02-04 06:35:42+00:00,sol schifezz italian pagh sempr cittadin sper govern camb qualcos forz stell cominc carig promess,negative,-1
3531,UCW20O96eGvNctrYWVNxbjzg,@italiandevilish,2019-02-05 08:20:53+00:00,accad banc cooper ten rispett requis basile banc invec legg sever ovvi poss comunqu trucc cont qualc mod,positive,1
3530,UC5R0Cal-s4Cwbcffj_huwlQ,@donkeyVodkA,2019-02-05 08:54:00+00:00,banc dev esser stat stat banc,positive,1
3529,UCSTijjshj0h3tbH8kf96NkA,@enricomemmoli7596,2019-02-05 10:39:33+00:00,quotmen mal popol cap sistem bancarioperc capiss doman scopp rivoluzionequot hrefhttphfordhford,negative,-1
3528,UCifk9RfTsne-uJ6RlJGY0NA,@albertocasu8483,2019-02-05 10:45:56+00:00,prov anno ancor bisogn pidiot comprend,negative,-1
3527,UCcjnDJ5kaUF4CyWJujNIc1Q,@Lucioqueens,2019-02-05 21:05:49+00:00,viv ital,negative,-1
3526,UCTLC94l-qj9cLbS0wrjqHag,@simoneparigi322,2019-02-06 10:45:45+00:00,marattin zitt part miglior vide,positive,1
3525,UCZ8lYoRR1LmIpDach9x9-tw,@salvatoresquadrito109,2019-02-06 14:04:50+00:00,preoggub,positive,1
3524,UCZ8lYoRR1LmIpDach9x9-tw,@salvatoresquadrito109,2019-02-06 14:07:43+00:00,sub sant onest brav,positive,1
3523,UCcfr6r0-NlLKK4lFPmVcCGQ,@alphacentauri4393,2019-02-06 15:25:10+00:00,marattin guard stort svel segret banc renz difes,negative,-1
3522,UC8qPfr8XRPt5G39hCQDJt6g,@luigibrunetti6321,2019-02-06 16:18:39+00:00,paes total corrott pien traditor popol,negative,-1
3521,UCkxXa0td6zWalCHLAwaX9WA,@ClassicRockVw,2019-02-06 18:57:05+00:00,lital merd svegliaaaaaaaaaaaaaaaaaaaaaaaaaaaa,positive,1
3520,UCTKKp5i4iXHtzAhUbHmw5dA,@giammira,2019-02-06 20:33:21+00:00,domand orma sempr emergent ancor radical vist manc lagganc monet allor necess deten banc dev esser priv priv dev aver tal pot ovvi usan propr vantagg oltre aliment usand que sold part polit aliment pot,positive,1
3519,UC3sFxae4s0qTANOCuHcEiDw,@phazon69,2019-02-06 20:57:06+00:00,vabrvaler malvezz docet,negative,-1
3518,UC17yIW7xGA0UQ_wSgzwSFUQ,@elt7001,2019-02-07 00:19:47+00:00,vogl banc pubblic sold poss ten priv,negative,-1
3517,UCsqSda7aQtXHBtkpnaAJrwQ,@bettybaltieri3496,2019-02-07 08:33:12+00:00,prim bomb scopp,negative,-1
3516,UCuM3eo7l__kYR188T81cPVQ,@Navigator-lk9oh,2019-02-07 08:34:03+00:00,formin continu far ruff delinquenteperc trasmission banc ragionequot mett part cittadinique pover fess dice chiam offend schifos trasmission ved altreperc idem sopr onest onest onestàpusillanim vend,negative,-1
3515,UCaQpKUlX1xpS35txKXYQfMQ,@domenicoottino7150,2019-02-07 08:50:18+00:00,spar zer scopr lacqu cald sol quand dev fars pubblic vend adeguat credibil poss aver null personal riflession voc alta condivis pubblic buon vit,positive,1
3514,UCGHOBDuWeCi08MVTasOjM9A,@bracciodiferro76,2019-02-07 10:21:52+00:00,cos sap banc dovrebber torn far banc invec almen anni tuttaltr,negative,-1
3513,UCV_iDaUJ28ahCHu6D9RnkhQ,@Lost1340,2019-02-07 11:01:46+00:00,difend banc salv banc mont paschibrvergogn,negative,-1
3512,UCYM6b1U1uQw1PCUVmrB9uuA,@Leonardo.Squirtavio.Ottavo,2019-02-07 13:53:16+00:00,adess stat dev aprir ben occhi marachell bilanc,positive,1
3511,UCUNC5w2oDZNgLLlP5WUC1Ww,@MIMNED,2019-02-07 14:08:02+00:00,ammir questuom,negative,-1
3510,UC0bXnWaLKwrN2BP1GczXJ5A,@lucoluap5792,2019-02-07 16:23:45+00:00,falc banc zitt mut ascolt silenz,negative,-1
3509,UCwaZGASmBvyvpME4zGjVeVA,@antoniobiglietti5281,2019-02-07 16:35:02+00:00,sciacall,positive,1
3508,UCLIYKWjdrPWT0npq45KStGQ,@paolop.1684,2019-02-08 06:10:59+00:00,cazz spar signor tant tant potrebb smont trasmission contraddittor previst,negative,-1
3507,UC669pkcxo1No0otUvZre66Q,@giovannicadinu3955,2019-02-08 06:33:29+00:00,sardegn svend banc sardegn unaltr banchett moden risparm chiest null banc risparm dev esser statal,negative,-1
3506,UCNq8qYO41-NGC4pTp89hZlw,@albertononni4558,2019-02-08 07:28:58+00:00,schiavin pegg vogl,positive,1
3505,UCJ_N3yhIe8No7IdBukuxgRg,@goblin80ct,2019-02-08 08:00:36+00:00,rabbrivid arric banc prim cos bisogn nessun chied prest mutu,negative,-1
3504,UCcCOqoR-zOnqgqp4uVG5iCg,@MediterraneanBlood,2019-02-08 08:47:19+00:00,capr neoliber dev cap banc gest risp cittadin dovrebb prest que sold specul grand impres prossim fall dovrebber cre categor banc statal gest risparm priv banc poss gioc specul par piac,negative,-1
3503,UC1QyuZHS9OOh3Li_QehwDhg,@giuseppefadda9663,2019-02-08 08:48:22+00:00,verit verr fuor sistem cerc nascond allor accorg,negative,-1
3501,UC4JI2g2njGZES7Xf_tCjSHg,@luigipetrinibasilio9422,2019-02-08 09:27:08+00:00,quotpentitoquot pent titol èsembr titol articol anni,negative,-1
3500,UCjrxWby2iWkEHhTx2Oz9X_w,@EDDY-ht7wh,2019-02-08 11:07:02+00:00,ital cazz vot far sembr ugual govern precedenteladriladr,negative,-1
3499,UCj6uFNSGLwikbebxNxzksng,@beest.,2019-02-08 12:15:19+00:00,ladr merd polit cazz nom mal miser tutt person onest fancul veniss fin mond,negative,-1
3498,UCi7qcST9SXUQS0u9a6AKmjw,@g.emconfidointe6932,2019-02-08 12:49:18+00:00,pover ital giustiz pers govern pers tutt merd,negative,-1
3497,UCW6a-IKIWnn545SRu7NFbow,@Minkiate,2019-02-08 12:49:23+00:00,ahahah scopert lacqu cald,positive,1
3496,UCW6a-IKIWnn545SRu7NFbow,@Minkiate,2019-02-08 12:50:39+00:00,italy system banking aaaaaaaaaa,positive,1
3495,UC3QMiI2FxIdsIL_mz36TiRw,@antoniopiscopello7541,2019-02-08 13:52:38+00:00,pag banc tien sold vergogn italian,negative,-1
3494,UCTSUvP99Td8Q5HReHCfYOog,@Zen1474,2019-02-08 16:56:59+00:00,vol consulent cap stup sempr ital,positive,1
3493,UCar5I9g069aCQm4wduOKK6Q,@blogout412,2019-02-08 17:01:40+00:00,ver grand banc ester pegg piccol banc veng attacc bas discors far grand investitor ester ancor catt piccol banc comprin,positive,1
3492,UCbRqpAMbb0-KGX-fjY4K7WA,@danielevincenzo9234,2019-02-08 17:50:19+00:00,nov tutt banc italian senz valor bors dunqu fals bilanc pot salv europ nessun cred lital salver default econom uscit dalleur dellital caus dèficit public ènorm lital disoccuppazzion deb corruzzion malgovern ital purtropp lital salver,negative,-1
3491,UCbRqpAMbb0-KGX-fjY4K7WA,@danielevincenzo9234,2019-02-08 17:52:33+00:00,banc italian senz valor bors dunqu prossim dèfaut bancarott fuor dalleur massim mes ancor finir lital cest fin termin,negative,-1
